sentiment,tweet
Negative,Btw Eventbox is available for free on Macheist for every visitors. Unfortunately I switched to Tweetdeck  http://macheist.com
Negative,had a crazy ass weekend but it was fun. just hate spending my Monday cleaning up the mess 
Negative,OH MY GOSH NOOOOO!! I'm going to miss the JONAS episode where Joe is JELOUS! no no nooo 
Negative,@dwaynefighter sweetie have a fire on the beach! no electricity?  xx
Negative,@esntials because its working better than uber berry on my phone  I need u to check it when I see you
Negative,@Soul_Singer88 Myspace hardly plays for me anymore  I might have to restart my comp before I can listen.
Negative,@rehmxo what am i shuttng up about? ha whats the time there? i miss melboure somuch and its only been a day  how am i to survive marshmead
Negative,Finally - last of the clothes away! Now just need to do mine  tomorrow I think!!
Negative,"what a nice sunny day it is, shame i have to work through all of it  but holiday in 4 days"
Negative,i think it is MIGHTY sad that i just screamed for joy when Eck got hit.  i hope hes good
Negative,Panto Crime went amazing tonight! Next year the show has to be on for more than 2 days though 
Negative,@GraceDePol ahhh cool ... and the wrost part i might have to go out again soon !  x
Negative,"is the La Canada Flintridge County Library.  Come visit, LCers."
Negative,Fuck not being tired. I wanna sleep. But i cant. 
Negative,I'm heartbroken.. No El Salvador in July which means I have to wait til October to see my sis 
Negative,"Just woke up, missin my baby "
Negative,Go to Cortina Club before 6 for spaghetti dinner-- fundraiser for earthquake victims in Italy! People living in tents.  
Negative,@Stefni127 No weekend for me  working until Wed next week  Feeling sorry for me yet? Any sympathy? Sobbing sniffle 
Negative,Just woke up freezing cold forgeting I fell asleep with my windows open 
Negative,poor baby boy: he was wrong. it's not raining yet 
Negative,Having Seriously bad earpain 
Negative,MSN'S NOT WORKIN :@ Arghhhh annoyin 
Negative,"off to sleep! work tomorrow  such a bore , you know you love me xoxo  ??"
Negative, I haven't start packing for a 7:00am flight! FML
Negative,saddened that I'm going to miss the Black Market once again. 
Negative,I don't feel good   
Negative,"@jordanknight Saw you in Manchester,NH in March. Couldn't get wheelchair tix to Mansfield/Boston this time around "
Negative,doesn't kno wat to do now ER is over  saddo
Negative,@dah808mike that'll be the day....you'll never in your life get a beer belly! skinny bitch 
Negative,i still suck at word challenge. 
Negative,@karissa713 awh that sucks. im sorry. 
Negative,@theemdash Wondered where you went. 
Negative,I'm not going to tweet everyday . And not often  soo ..
Negative,got my first speeding ticket EVER...and not happy about it 
Negative,worried about aaron 
Negative,ugh why is tweetdeck hating all up on me 
Negative,"@wailinglist Oh, come on, I'll split it with you, if I win!!!  Ok, never mind, like you say, cheaters never win.... "
Negative,i seriously wanna download Sims 3 for my iPod 
Negative,"some people are so lucky for the lives they have, im so jealous for example mley cyrus: writing songs with nick jonas how lucky are they "
Negative,initial reviews are in for Transformers Revenge of the Fallen and across the board fans and critics have given this movie the thumbs down 
Negative,@katyand Couldn't get any calls to connect this morning either 
Negative,@changspanx what about me? I'd miss you sean... 
Negative,off to cairo. booooo. 
Negative,@sugarlandmusic someone already found them  but ill be in raleigh!
Negative,"I bought a blazer today and some jacket haha, damn I still want the dress "
Negative,i am a heavy weight champion. HAHA. no.  im not.    
Negative,I might have to go to my sisters recital anyone want to go with me 
Negative,wants to be happy  http://plurk.com/p/rif9w
Negative,"thinking that the fedex truck with my shit got hijacked. it's the only answer for the lack of updates, aside from the fact that they SUCK "
Negative,@RoryWallace i know... i miss winamp 
Negative,"chilling on the sofa, I hate vaccinations, I feel sooo ill "
Negative,starbucks til three. 
Negative,@HeidiKris on their myspace it stands that they're in Copenhagen tomorrow ? 
Negative,"@thoughtmecca still on track to move back, albeit in 2-3 years.  However, my buddy Jen is now moving with me, so we're on a FAST track!"
Negative,"About to head up scenic SC Hwy 11 on our way to the inlaws in Simpsonville, SC. Goodbye lake  http://myloc.me/4QTR"
Negative,Yukky  Rainy Friday  
Negative,@love_neverfails Apparently LJ's NOT down.  But it stopped loading on my puter late last nite &amp; still won't! 
Negative,OMG. A sobering experience would be your friend/ride ditching you for a boy at a party when she has a bf. I would NEVER betray a bf 
Negative,"@IDAssets I need to be more careful with my tags   Over 3000 in delicious, but not all of them are organised sanely  (as I've discovered)"
Negative,facebook and @twitter are sucking today.  
Negative,still searching. Why does it have to be so hard? 
Negative,"Want to do something, but I don't remember what it is. "
Negative,OH NOES # 2 AND SERVER IS DOWNN. http://bit.ly/VwV6H  Screw you tweeterwall. 
Negative,Omj I'm sooo fed up I could just die 
Negative,"my wrist hurts so badly  oh well, definitely didn't get as fucked up as some of the other girls on my team. love them all so much &lt;3"
Negative,"It annoys me that a 250 GB hard drive doesn't actually hold 250 GBs. In fact, no drive holds the number of GBs it claims to hold. Sucks! "
Negative,"@webstl Arrgghh, thought they were, sure they were on clashfinder last week but can't find anything on official site now  oh well"
Negative,whew. i cant walk  my feet hurt so bad!
Negative,blah i dont wanna work today 
Negative,doritos &amp; french onion dip.  @ my breath afterwards.
Negative,June 2. What's so special today? NOTHING. Just another day out of 365. Me? I'm just 1 in 6 billion. 
Negative,@JaySinkie I think the only place you can find them is eBay 
Negative,i must go to school!!  byebye followers ;) xxx
Negative,@charlieskies you dead? 
Negative,@bizziefan I think that's exactly what it means... 
Negative,Just got in from meeting a very strange person 
Negative,@orangy68 GP ?? but honestly what are you doing ?? all that good work getting your body clock round to normal time ruined 
Negative,couldn't sleep last night. now too sleepy to go to church 
Negative,I feel bad cause people texted me all day but I couldn't answer 
Negative,@juliedibens not at the moment - rumour has it the rain is coming though 
Negative,"I've decided to be dis-connected for my trip to Vegas and Cali, it makes me a little nervous like I might miss something especially funny "
Negative,Skank train. No mirror = no make up 
Negative,Good Mornin tweets!!! nice rainy day in England 
Negative,Server issues this morning  apologies if you've had problems accessing the site. But were back now! http://www.crafteroo.co.uk
Negative,@BLsMOUSE Paramore lost best song in a movie  
Negative,weekend is almost over  School tomorrow but thank good holidays are soon!
Negative,I can tell today is going to be a bad day. 
Negative,On the way to costco with the family and just saw roadkill ewww 
Negative,Pissed that my bluetooth headset's battery out lasted my cell's battery... Gg moto q.  
Negative,"@benji_mouse Working, but wising I was cycling "
Negative,@rixx03 methinks not. haha. shift+delete on a PC? no way.  lol.
Negative,Can't believe I pulled a muscle on the 2nd sit up this morning. 128 in debit now 
Negative,@ericaa13 yea  ...soderling took him down in 4 sets...roger must be elated :/
Negative,@ComedyQueen it seems to be okay now. But I had trouble when I first got on. It froze every time I tried to reply to someone. 
Negative,@SuzeMuse i'm awake too 
Negative,I think it's about time I should have some Hot apple. i haven't had any in a long time. 
Negative,@jemangus commercial number 25. Wardrobe approved called later and told not needed. 
Negative,"@thirstyfishinfo Speaking of fish, our company fish just died  RIP Julio"
Negative,i just got some organic body wash and lotion for me and ethan.. reading twilight and going to bed lots to do tomorrow 
Negative,rainy day today not godd 
Negative,@Bellemorda I miss you!!! Get back on soon. 
Negative,Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean! 
Negative,sister going away to ibiza in two days for a week and i'll have to go to school ! no fair 
Negative,I got the hiccupps 
Negative,i am tired and overworked 
Negative,Barnacles!!!! All these channels and aint ish on! Guess I will watch Lilo n Stitch 
Negative,"My alarm didn't sound this morning, so I'm way late  Though I still found some time to check twitter before I left for work ;)"
Negative,@decor8: sorry to hear of your loss.  love- your friends at Emmaline Bride
Negative,Today is the best day ever PROM and LVATT waiting for stupid postman to bring me lvatt  hurry up
Negative,lost my voice 
Negative,"Fuck! 4 am! I had planned on being in bed at 1, I have no disciple what so ever, someone help me! "
Negative,@JMatthewFlyzik @AlexAllTimeLow that is no fair! We U.S. Kids have to wait like another month to hear any. 
Negative,"waitting for news......  babe, where are you............."
Negative,Bout to cook some broiled chicken. Wanting to talk to my babe...i havent got to talk to him allday. Im sad 
Negative,@sap30 I just saw your post to me from awhile ago.  He's gorgeous!  I don't like the hair on his stomach though.  
Negative,@Ginger_Swan ummm i think the real marry poppins is hotter.. NOT.. shit sorry still trying to figure out this twitter thing  
Negative,@joyeuxmort Miss you too  tomorrow is friday...the day we usually just lounged around trying to figure out what to do
Negative,No more fries left  Mcflurry time!
Negative,Aaaaaaahhh why is my tongue black.  This is the weirdest cold I have EVER had.
Negative,"wow, going to be so late if duncan doesnt get here sooooon. "
Negative,@TzafrirR Why not use an airplane? 
Negative,How come i can't connect to the internet?!? Is it my modem or streamyx problem? 
Negative,is really really really missing you 
Negative,From this moment on... I will love u for as long as I live... 
Negative,@imchris: no sir it's broken 
Negative,Leg hurts  can hardly walk
Negative,I'm living on a diet of tea (should really be water...) and rich tea biscuits again. 
